state,last_update,lat,long,confirmed,deaths,recovered,active,fips,incident_rate,people_tested,people_hospitalized,mortality_rate,testing_rate,hospitalization_rate,date,month_abbr,day,state_abbr
New Jersey,2020-05-13T03:32:30Z,40.2989,-74.521,140917,9531,15642,115744,34,1586.5118850193478,433060,NA,6.7635558520263706,4875.599373577913,NA,2020-05-13,May,13,NJ
New Mexico,2020-05-13T03:32:30Z,34.8405,-106.2485,5212,219,1300,3693,35,312.55753259455736,106721,886,4.2018419033000765,6399.933314663038,16.999232540291636,2020-05-13,May,13,NM
New York,2020-05-13T03:32:30Z,42.1657,-74.9481,338485,27284,58679,252522,36,2007.4995440668642,1225113,73143,8.060623070446253,7265.946168753086,21.608933926171026,2020-05-13,May,13,NY
North Carolina,2020-05-13T03:32:30Z,35.6301,-79.8064,15622,600,9115,5907,37,157.51358027803334,202244,NA,3.840737421584944,2039.1868217738174,NA,2020-05-13,May,13,NC
North Dakota,2020-05-13T03:32:30Z,47.5289,-99.78399999999999,1571,38,877,656,38,259.06223100237787,47832,122,2.41884150222788,7887.628665376028,7.765754296626353,2020-05-13,May,13,ND
Ohio,2020-05-13T03:32:30Z,40.3888,-82.7649,25250,1436,NA,23814,39,225.97383536217566,217731,4539,5.687128712871287,1948.574619692747,17.976237623762376,2020-05-13,May,13,OH
Oklahoma,2020-05-13T03:32:30Z,35.5653,-96.9289,4732,278,3423,1031,40,129.37325057673894,96111,828,5.874894336432798,2627.682266733085,17.49788672865596,2020-05-13,May,13,OK
Oregon,2020-05-13T03:32:30Z,44.571999999999996,-122.0709,3358,130,1125,2103,41,83.80179652284934,77606,673,3.8713519952352593,1936.7249020107938,20.04169148302561,2020-05-13,May,13,OR
Pennsylvania,2020-05-13T03:32:30Z,40.5908,-77.2098,61310,3914,NA,57396,42,487.0706225391752,295980,NA,6.3839504159191,2351.3808980451,NA,2020-05-13,May,13,PA
Rhode Island,2020-05-13T03:32:30Z,41.6809,-71.5118,11614,444,863,10307,44,1096.321272918297,95239,1307,3.8229722748407093,8990.230903346452,11.253659376614431,2020-05-13,May,13,RI
South Carolina,2020-05-13T03:32:30Z,33.8569,-80.945,7927,355,6817,755,45,157.28252620300697,93140,1338,4.478365081367478,1848.025039806745,16.87902106723855,2020-05-13,May,13,SC
South Dakota,2020-05-13T03:32:30Z,44.2998,-99.4388,3663,39,2309,1315,46,497.7632587390541,25197,271,1.0647010647010646,3424.00787072016,7.398307398307399,2020-05-13,May,13,SD
Tennessee,2020-05-13T03:32:30Z,35.7478,-86.6923,16111,266,8336,7509,47,245.4101179159744,283824,1363,1.651045869281857,4323.336931747472,8.460058345229967,2020-05-13,May,13,TN
Texas,2020-05-13T03:32:30Z,31.0545,-97.5635,41432,1146,21713,18573,48,180.26013200774207,525697,NA,2.765977988028577,2287.1744211255545,NA,2020-05-13,May,13,TX
Utah,2020-05-13T03:32:30Z,40.15,-111.8624,6432,73,3267,3092,49,224.4335251765425,153485,535,1.1349502487562189,5355.593845105975,8.317786069651742,2020-05-13,May,13,UT
Vermont,2020-05-13T03:32:30Z,44.0459,-72.7107,927,53,787,87,50,151.8201218164041,21262,NA,5.717367853290184,3482.2000324275987,NA,2020-05-13,May,13,VT
Virginia,2020-05-13T03:32:30Z,37.7693,-78.17,25800,892,3400,21508,51,326.28366697313726,155329,4929,3.4573643410852712,1964.3920816771486,19.1046511627907,2020-05-13,May,13,VA
Washington,2020-05-13T03:32:30Z,47.4009,-121.4905,17330,962,NA,16368,53,229.55457537503295,252108,NA,5.551067512983266,3339.4428672042013,NA,2020-05-13,May,13,WA
West Virginia,2020-05-13T03:32:30Z,38.4912,-80.9545,1378,58,803,517,54,104.1573758992833,65069,NA,4.2089985486211905,4918.299196219496,NA,2020-05-13,May,13,WV
Wisconsin,2020-05-13T03:32:30Z,44.2685,-89.6165,10611,418,5371,4822,55,205.06047747726333,123359,1877,3.9393082650080107,2383.9464179735864,17.689190462727357,2020-05-13,May,13,WI
Wyoming,2020-05-13T03:32:30Z,42.756,-107.3025,675,7,477,191,56,135.7493363365779,15059,67,1.037037037037037,3028.5174161370765,9.925925925925926,2020-05-13,May,13,WY
Alabama,2020-05-14T03:32:32Z,32.3182,-86.9023,10700,450,NA,10250,1,228.19865738146945,136372,1317,4.205607476635514,2908.402551815491,12.30841121495327,2020-05-14,May,14,AL
Alaska,2020-05-14T03:32:32Z,61.3707,-152.4044,383,10,338,35,2,64.07371655996079,30649,NA,2.6109660574412534,5127.402973488873,NA,2020-05-14,May,14,AK
Arizona,2020-05-14T03:32:32Z,33.7298,-111.4312,12216,595,2979,8642,4,167.83177584730936,127750,1590,4.870661427635888,1755.1170075715268,13.015717092337917,2020-05-14,May,14,AZ
Arkansas,2020-05-14T03:32:32Z,34.9697,-92.3731,4236,97,3220,919,5,163.61358919779516,73215,497,2.289896128423041,2827.8963487055175,11.732766761095373,2020-05-14,May,14,AR
California,2020-05-14T03:32:32Z,36.1162,-119.6816,72798,2957,NA,69841,6,185.66835558099214,1065592,NA,4.061924778153246,2717.749311248394,NA,2020-05-14,May,14,CA
Colorado,2020-05-14T03:32:32Z,39.0598,-105.3111,20475,1062,3171,16242,8,361.31419900391984,111250,3695,5.186813186813187,1963.184597762446,18.046398046398046,2020-05-14,May,14,CO
Connecticut,2020-05-14T03:32:32Z,41.5978,-72.7554,34855,3125,5413,26317,9,977.6211564454699,142943,9389,8.965715105436809,4009.298550158795,26.937311719982787,2020-05-14,May,14,CT
Delaware,2020-05-14T03:32:32Z,39.3185,-75.5071,6952,247,2942,3763,10,713.930685463829,34753,NA,3.5529344073647873,3568.9345673078897,NA,2020-05-14,May,14,DE
District of Columbia,2020-05-14T03:32:32Z,38.8974,-77.0268,6584,350,934,5300,11,932.9095755006383,31658,NA,5.31591737545565,4485.730762636575,NA,2020-05-14,May,14,DC
Florida,2020-05-14T03:32:32Z,27.7663,-81.6868,42402,1827,NA,40575,12,199.70228807523674,594763,7835,4.308759020800905,2801.177585078346,18.477901985755388,2020-05-14,May,14,FL
Georgia,2020-05-14T03:32:32Z,33.0406,-83.6431,35427,1517,NA,33910,13,349.39961396111187,273904,6259,4.282044768114715,2701.384589787574,17.667315889011206,2020-05-14,May,14,GA
Hawaii,2020-05-14T03:32:32Z,21.0943,-157.4983,638,17,563,58,15,45.063307590271414,38365,81,2.664576802507837,2709.8021876187504,12.695924764890282,2020-05-14,May,14,HI
Idaho,2020-05-14T03:32:32Z,44.2405,-114.4788,2293,69,1536,688,16,142.37840865273267,33128,214,3.009158307893589,2057.004763125917,9.332751853467073,2020-05-14,May,14,ID
Illinois,2020-05-14T03:32:32Z,40.3495,-88.9861,84694,3792,NA,80902,17,721.6811880855714,489359,NA,4.477294731622075,4169.848921061316,NA,2020-05-14,May,14,IL
Indiana,2020-05-14T03:32:32Z,39.8494,-86.2583,25473,1619,NA,23854,18,389.2576918621869,154083,4389,6.355749224669258,2354.5712297413475,17.230008244023082,2020-05-14,May,14,IN
Iowa,2020-05-14T03:32:32Z,42.0115,-93.2105,13289,306,5954,7029,19,507.07574618052416,85719,NA,2.3026563323049136,3270.8274427608058,NA,2020-05-14,May,14,IA
Kansas,2020-05-14T03:32:32Z,38.5266,-96.7265,7518,188,422,6908,20,308.3058026121105,57628,704,2.500665070497473,2363.2677298391463,9.364192604416068,2020-05-14,May,14,KS
Kentucky,2020-05-14T03:32:32Z,37.6681,-84.6701,6853,321,2546,3986,21,200.18677867544883,110634,1825,4.684079964978841,3231.7910509236253,26.63067269808843,2020-05-14,May,14,KY
Louisiana,2020-05-14T03:32:32Z,31.1695,-91.8678,32662,2381,22608,7673,22,710.4657420301544,237904,NA,7.289816912620171,5174.901778578834,NA,2020-05-14,May,14,LA
Maine,2020-05-14T03:32:32Z,44.6939,-69.3819,1515,66,943,506,23,129.04533707664186,23607,204,4.356435643564357,2010.8074405071184,13.465346534653465,2020-05-14,May,14,ME
Maryland,2020-05-14T03:32:32Z,39.0639,-76.8021,34812,1809,2456,30547,24,585.7317482524542,173574,6404,5.196483971044468,2920.4815141667095,18.395955417672067,2020-05-14,May,14,MD
Massachusetts,2020-05-14T03:32:32Z,42.2302,-71.5301,80497,5315,NA,75182,25,1172.7807974973528,410032,8032,6.602730536541735,5973.858106009348,9.97801160291688,2020-05-14,May,14,MA
Michigan,2020-05-14T03:32:32Z,43.3266,-84.5361,48391,4714,22686,20991,26,607.3732509511741,308260,NA,9.741480853877787,3869.0847128228165,NA,2020-05-14,May,14,MI
Minnesota,2020-05-14T03:32:32Z,45.6945,-93.9002,12917,638,8149,4130,27,261.1369860299698,122035,1851,4.939227374777425,2467.124881177314,14.329952775412247,2020-05-14,May,14,MN
Mississippi,2020-05-14T03:32:32Z,32.7416,-89.6787,10090,465,6268,3357,28,348.50715285889845,100048,1616,4.608523290386521,3455.6435707856367,16.015857284440038,2020-05-14,May,14,MS
Missouri,2020-05-14T03:32:32Z,38.4561,-92.2884,10404,551,NA,9853,29,177.5591454223737,124142,NA,5.2960399846212995,2118.6608449658124,NA,2020-05-14,May,14,MO
Montana,2020-05-14T03:32:32Z,46.9219,-110.4544,462,16,430,16,30,53.34953065115296,23852,63,3.463203463203463,2754.3138638339838,13.636363636363637,2020-05-14,May,14,MT
Nebraska,2020-05-14T03:32:32Z,41.1254,-98.2681,8912,103,NA,8809,31,584.2892284130306,49725,NA,1.1557450628366248,3260.0742687205952,NA,2020-05-14,May,14,NE
Nevada,2020-05-14T03:32:32Z,38.3135,-117.0554,6476,331,198,5947,32,214.671874570101,66672,NA,5.111179740580606,2210.099323863152,NA,2020-05-14,May,14,NV
New Hampshire,2020-05-14T03:32:32Z,43.4525,-71.5639,3299,150,1234,1915,33,248.39099257010514,37216,319,4.546832373446499,2802.097356619895,9.669596847529554,2020-05-14,May,14,NH
New Jersey,2020-05-14T03:32:32Z,40.2989,-74.521,141560,9714,15642,116204,34,1593.751090665703,441450,NA,6.862107940096072,4970.058060005472,NA,2020-05-14,May,14,NJ
New Mexico,2020-05-14T03:32:32Z,34.8405,-106.2485,5364,231,1434,3699,35,321.6727944814285,110289,886,4.306487695749441,6613.902093691699,16.51752423564504,2020-05-14,May,14,NM
New York,2020-05-14T03:32:32Z,42.1657,-74.9481,340661,27477,59193,253991,36,2020.4050465496612,1258907,73963,8.065789744056408,7466.3728925139485,21.711613598269246,2020-05-14,May,14,NY
North Carolina,2020-05-14T03:32:32Z,35.6301,-79.8064,16352,625,9115,6612,37,164.87402795457697,210457,NA,3.8221624266144816,2121.996899537451,NA,2020-05-14,May,14,NC
North Dakota,2020-05-14T03:32:32Z,47.5289,-99.78399999999999,1647,40,969,638,38,271.59484052254385,48945,127,2.428658166363084,8071.165433743721,7.710989678202793,2020-05-14,May,14,ND
Ohio,2020-05-14T03:32:32Z,40.3888,-82.7649,25721,1483,NA,24238,39,230.18903046932752,225854,4618,5.7657167295206255,2021.271073738171,17.95420084755647,2020-05-14,May,14,OH
Oklahoma,2020-05-14T03:32:32Z,35.5653,-96.9289,4858,278,3559,1021,40,132.8181004441669,109127,848,5.722519555372581,2983.5407260540555,17.45574310415809,2020-05-14,May,14,OK
Oregon,2020-05-14T03:32:32Z,44.571999999999996,-122.0709,3416,134,1406,1876,41,85.2492367248521,83987,678,3.9227166276346606,2095.968280096649,19.847775175644028,2020-05-14,May,14,OR
Pennsylvania,2020-05-14T03:32:32Z,40.5908,-77.2098,62101,4094,NA,58007,42,493.35463595343856,302869,NA,6.592486433390767,2406.109808804721,NA,2020-05-14,May,14,PA
Rhode Island,2020-05-14T03:32:32Z,41.6809,-71.5118,11835,462,886,10487,44,1117.1829055440026,97922,1328,3.903675538656527,9243.496787214179,11.220954795099281,2020-05-14,May,14,RI
South Carolina,2020-05-14T03:32:32Z,33.8569,-80.945,8030,362,6817,851,45,159.32618713386475,93140,1338,4.508094645080947,1848.025039806745,16.662515566625157,2020-05-14,May,14,SC
South Dakota,2020-05-14T03:32:32Z,44.2998,-99.4388,3732,39,2367,1326,46,507.13963462029756,25844,281,1.045016077170418,3511.928380795008,7.529474812433012,2020-05-14,May,14,SD
Tennessee,2020-05-14T03:32:32Z,35.7478,-86.6923,16370,273,8624,7473,47,249.35532433024028,292917,1388,1.6676847892486255,4461.8456650483195,8.478924862553452,2020-05-14,May,14,TN
Texas,2020-05-14T03:32:32Z,31.0545,-97.5635,43020,1172,23519,18329,48,187.16911756548234,587431,NA,2.7243142724314273,2555.7634100559935,NA,2020-05-14,May,14,TX
Utah,2020-05-14T03:32:32Z,40.15,-111.8624,6620,75,3406,3139,49,230.9934603029713,156786,553,1.1329305135951662,5470.776535809919,8.353474320241691,2020-05-14,May,14,UT
Vermont,2020-05-14T03:32:32Z,44.0459,-72.7107,929,53,789,87,50,152.14767331978362,21676,NA,5.705059203444564,3550.003193627158,NA,2020-05-14,May,14,VT
Virginia,2020-05-14T03:32:32Z,37.7693,-78.17,26746,928,3554,22264,51,338.24740142881893,161392,5080,3.469677708816272,2041.0687434158358,18.99349435429597,2020-05-14,May,14,VA
Washington,2020-05-14T03:32:32Z,47.4009,-121.4905,17512,974,NA,16538,53,231.96536202928894,256321,NA,5.561900411146643,3395.248604426072,NA,2020-05-14,May,14,WA
West Virginia,2020-05-14T03:32:32Z,38.4912,-80.9545,1398,58,813,527,54,105.66909398200148,66680,NA,4.148783977110157,5040.068087782445,NA,2020-05-14,May,14,WV
Wisconsin,2020-05-14T03:32:32Z,44.2685,-89.6165,10902,421,5673,4808,55,210.68413207587645,128013,1908,3.86167675655843,2473.8862410043266,17.501375894331314,2020-05-14,May,14,WI
Wyoming,2020-05-14T03:32:32Z,42.756,-107.3025,688,7,477,204,56,138.36376799935644,15059,67,1.0174418604651163,3028.5174161370765,9.738372093023257,2020-05-14,May,14,WY
Alabama,2020-05-15T02:33:07Z,32.3182,-86.9023,11101,473,NA,10628,1,226.40385790052792,141985,1350,4.260877398432574,2895.770810197861,12.161066570579226,2020-05-15,May,15,AL
Alaska,2020-05-15T02:33:07Z,61.3707,-152.4044,383,10,339,34,2,52.35494740583286,31762,NA,2.6109660574412534,4341.769815937502,NA,2020-05-15,May,15,AK
Arizona,2020-05-15T02:33:07Z,33.7298,-111.4312,12674,624,3074,8976,4,174.12409357308437,134338,1636,4.92346536215875,1845.6274642907536,12.908316237967492,2020-05-15,May,15,AZ
Arkansas,2020-05-15T02:33:07Z,34.9697,-92.3731,4366,98,3277,991,5,144.67473699418517,75818,509,2.244617498854787,2512.3566672984725,11.658268437929454,2020-05-15,May,15,AR
California,2020-05-15T02:33:07Z,36.1162,-119.6816,74871,3052,NA,71819,6,189.48819963888135,1104651,NA,4.076344646124668,2795.719694131105,NA,2020-05-15,May,15,CA
Colorado,2020-05-15T02:33:07Z,39.0598,-105.3111,20838,1086,3217,16535,8,361.85023935808135,114519,3735,5.2116325942988775,1988.613473512243,17.923985027353872,2020-05-15,May,15,CO
Connecticut,2020-05-15T02:33:07Z,41.5978,-72.7554,35464,3219,6264,25981,9,994.7025302591348,149562,10946,9.076810286487706,4194.949803480056,30.865102639296186,2020-05-15,May,15,CT
Delaware,2020-05-15T02:33:07Z,39.3185,-75.5071,7223,260,3080,3883,10,741.7608373281411,36857,NA,3.5996123494392913,3785.003347833767,NA,2020-05-15,May,15,DE
District of Columbia,2020-05-15T02:33:07Z,38.8974,-77.0268,6736,358,966,5412,11,954.4469776081864,32999,NA,5.314726840855107,4675.74165886172,NA,2020-05-15,May,15,DC
Florida,2020-05-15T02:33:07Z,27.7663,-81.6868,43210,1875,NA,41335,12,201.18506898561986,608837,7993,4.339273316361953,2834.7353354778484,18.49803286276325,2020-05-15,May,15,FL
Georgia,2020-05-15T02:33:07Z,33.0406,-83.6431,35977,1545,NA,34432,13,338.8487017989205,285881,6345,4.294410317702977,2692.564853072163,17.636267615420962,2020-05-15,May,15,GA
Hawaii,2020-05-15T02:33:07Z,21.0943,-157.4983,637,17,563,57,15,44.98994259368079,38881,81,2.6687598116169546,2746.0815666952944,12.71585557299843,2020-05-15,May,15,HI
Idaho,2020-05-15T02:33:07Z,44.2405,-114.4788,2351,72,1557,722,16,131.55649067045687,33754,212,3.0625265844321565,1888.7953152235648,9.017439387494683,2020-05-15,May,15,ID
Illinois,2020-05-15T02:33:07Z,40.3495,-88.9861,87937,3928,NA,84009,17,693.9570879355067,512037,NA,4.466834210855499,4040.7531009158038,NA,2020-05-15,May,15,IL
Indiana,2020-05-15T02:33:07Z,39.8494,-86.2583,26053,1646,NA,24407,18,386.9897874682924,160239,4389,6.317890454074387,2380.1810368914025,16.846428434345373,2020-05-15,May,15,IN
Iowa,2020-05-15T02:33:07Z,42.0115,-93.2105,13675,318,6231,7126,19,433.4293692374496,89294,NA,2.3254113345521024,2830.1749248035703,NA,2020-05-15,May,15,IA
Kansas,2020-05-15T02:33:07Z,38.5266,-96.7265,7705,189,422,7094,20,264.47543931069566,57628,704,2.4529526281635303,1978.0909301228774,9.136924075275795,2020-05-15,May,15,KS
Kentucky,2020-05-15T02:33:07Z,37.6681,-84.6701,7225,328,2649,4248,21,161.7172966777112,117395,1835,4.539792387543253,2627.6542620733435,25.397923875432525,2020-05-15,May,15,KY
Louisiana,2020-05-15T02:33:07Z,31.1695,-91.8678,33489,2417,22608,8464,22,720.3803825250162,247588,NA,7.217295231269969,5325.854404389612,NA,2020-05-15,May,15,LA
Maine,2020-05-15T02:33:07Z,44.6939,-69.3819,1565,69,958,538,23,116.42508770937917,23657,207,4.4089456869009584,1759.9158466075291,13.226837060702875,2020-05-15,May,15,ME
Maryland,2020-05-15T02:33:07Z,39.0639,-76.8021,35903,1866,2569,31468,24,593.8620634899631,178454,6553,5.197337269866028,2951.7605959958187,18.25195666100326,2020-05-15,May,15,MD
Massachusetts,2020-05-15T02:33:07Z,42.2302,-71.5301,82182,5482,NA,76700,25,1192.3389804835776,410032,8032,6.670560463361807,5948.956424103116,9.773429704801538,2020-05-15,May,15,MA
Michigan,2020-05-15T02:33:07Z,43.3266,-84.5361,49582,4787,22686,22109,26,496.4725138249201,335883,NA,9.654713404057924,3363.2503198954387,NA,2020-05-15,May,15,MI
Minnesota,2020-05-15T02:33:07Z,45.6945,-93.9002,13435,672,8473,4290,27,238.2247636015967,128752,1915,5.001860811313732,2282.9858402108507,14.253814663193152,2020-05-15,May,15,MN
Mississippi,2020-05-15T02:33:07Z,32.7416,-89.6787,10483,480,6268,3735,28,352.23370872896487,105326,1667,4.578841934560717,3539.002919544687,15.901936468568158,2020-05-15,May,15,MS
Missouri,2020-05-15T02:33:07Z,38.4561,-92.2884,10594,566,NA,10028,29,172.6130229144847,127110,NA,5.342646781196904,2071.062992510869,NA,2020-05-15,May,15,MO
Montana,2020-05-15T02:33:07Z,46.9219,-110.4544,462,16,431,15,30,43.2269376802292,24549,63,3.463203463203463,2296.9222794630878,13.636363636363637,2020-05-15,May,15,MT
Nebraska,2020-05-15T02:33:07Z,41.1254,-98.2681,9260,103,NA,9157,31,478.69942638781475,53341,NA,1.1123110151187905,2757.484460362033,NA,2020-05-15,May,15,NE
Nevada,2020-05-15T02:33:07Z,38.3135,-117.0554,6504,333,244,5927,32,211.15813614635104,69484,NA,5.119926199261992,2255.8597681416136,NA,2020-05-15,May,15,NV
New Hampshire,2020-05-15T02:33:07Z,43.4525,-71.5639,3382,151,1236,1995,33,248.7293255699189,39175,326,4.46481371969249,2881.1269453582418,9.639266706091071,2020-05-15,May,15,NH
New Jersey,2020-05-15T02:33:07Z,40.2989,-74.521,142704,9946,15642,117116,34,1606.6307971344904,451696,NA,6.969671487834959,5085.412493990784,NA,2020-05-15,May,15,NJ
New Mexico,2020-05-15T02:33:07Z,34.8405,-106.2485,5503,242,1515,3746,35,262.44390935073864,115011,886,4.397601308377249,5484.996630626531,16.10030892240596,2020-05-15,May,15,NM
New York,2020-05-15T02:33:07Z,42.1657,-74.9481,343051,27641,59758,255652,36,1763.4354964625757,1298757,74433,8.057402543645114,6676.191572329611,21.697356952756294,2020-05-15,May,15,NY
North Carolina,2020-05-15T02:33:07Z,35.6301,-79.8064,16968,641,9115,7212,37,161.78360127550465,219268,NA,3.7776991984912778,2090.6392435453417,NA,2020-05-15,May,15,NC
North Dakota,2020-05-15T02:33:07Z,47.5289,-99.78399999999999,1712,40,1007,665,38,224.65363710564233,50246,129,2.336448598130841,6593.426781547958,7.535046728971962,2020-05-15,May,15,ND
Ohio,2020-05-15T02:33:07Z,40.3888,-82.7649,26357,1534,NA,24823,39,225.48357016365674,233352,4718,5.820085745722199,1996.3213592149953,17.900368023674925,2020-05-15,May,15,OH
Oklahoma,2020-05-15T02:33:07Z,35.5653,-96.9289,4963,284,3660,1019,40,125.42421968723046,112183,858,5.722345355631674,2835.072584560261,17.287930687084426,2020-05-15,May,15,OK
Oregon,2020-05-15T02:33:07Z,44.571999999999996,-122.0709,3479,137,1406,1936,41,82.48499135911035,84050,685,3.9379131934463927,1992.7747984286361,19.689565967231964,2020-05-15,May,15,OR
Pennsylvania,2020-05-15T02:33:07Z,40.5908,-77.2098,63105,4288,NA,58817,42,492.93121561032433,311195,NA,6.795024166072419,2430.8332088084126,NA,2020-05-15,May,15,PA
Rhode Island,2020-05-15T02:33:07Z,41.6809,-71.5118,12016,468,903,10645,44,1134.268677060983,101601,1351,3.894806924101198,9590.78161268916,11.243342210386151,2020-05-15,May,15,RI
South Carolina,2020-05-15T02:33:07Z,33.8569,-80.945,8189,371,4914,2904,45,159.04942476898114,102535,1338,4.530467700573941,1991.4681607873345,16.3389913298327,2020-05-15,May,15,SC
South Dakota,2020-05-15T02:33:07Z,44.2998,-99.4388,3792,43,2437,1312,46,428.63973576259326,26473,290,1.1339662447257384,2992.4524590831043,7.647679324894515,2020-05-15,May,15,SD
Tennessee,2020-05-15T02:33:07Z,35.7478,-86.6923,16699,287,8881,7531,47,244.52444761255168,302317,1435,1.7186657883705612,4426.8457649490265,8.593328941852805,2020-05-15,May,15,TN
Texas,2020-05-15T02:33:07Z,31.0545,-97.5635,44480,1235,24487,18758,48,153.4010985905205,623284,NA,2.776528776978417,2149.5604841253144,NA,2020-05-15,May,15,TX
Utah,2020-05-15T02:33:07Z,40.15,-111.8624,6749,75,3566,3108,49,210.5142986901263,160119,558,1.1112757445547488,4994.419764700598,8.267891539487332,2020-05-15,May,15,UT
Vermont,2020-05-15T02:33:07Z,44.0459,-72.7107,932,53,792,87,50,149.36160733602676,22505,NA,5.686695278969957,3606.6340913060967,NA,2020-05-15,May,15,VT
Virginia,2020-05-15T02:33:07Z,37.7693,-78.17,27813,956,3678,23179,51,325.8501328390224,166830,5211,3.4372415776795022,1954.538441071949,18.735842951137958,2020-05-15,May,15,VA
Washington,2020-05-15T02:33:07Z,47.4009,-121.4905,17773,983,NA,16790,53,233.3978954136322,261080,NA,5.530861419006358,3428.5445639223035,NA,2020-05-15,May,15,WA
West Virginia,2020-05-15T02:33:07Z,38.4912,-80.9545,1427,60,870,497,54,79.62516467678154,68713,NA,4.204625087596356,3834.116286219825,NA,2020-05-15,May,15,WV
Wisconsin,2020-05-15T02:33:07Z,44.2685,-89.6165,11275,434,5994,4847,55,193.64753640831307,133873,1939,3.8492239467849223,2299.2617863938003,17.197339246119736,2020-05-15,May,15,WI
Wyoming,2020-05-15T02:33:07Z,42.756,-107.3025,701,7,480,214,56,121.12122662455357,15430,67,0.9985734664764622,2666.049253661714,9.557774607703282,2020-05-15,May,15,WY
Alabama,2020-05-16T02:32:24Z,32.3182,-86.9023,11373,483,NA,10890,1,231.95127248920855,146063,1377,4.246900553943551,2978.9412392149184,12.10762331838565,2020-05-16,May,16,AL
Alaska,2020-05-16T02:32:24Z,61.3707,-152.4044,388,10,343,35,2,53.03843235891162,32418,NA,2.577319587628866,4431.443041781436,NA,2020-05-16,May,16,AK
Arizona,2020-05-16T02:32:24Z,33.7298,-111.4312,13169,651,3145,9373,4,180.92474264351807,142001,1629,4.9434277469815475,1950.9070073750636,12.36995975396765,2020-05-16,May,16,AZ
Arkansas,2020-05-16T02:32:24Z,34.9697,-92.3731,4463,98,3390,975,5,147.888994778985,81529,520,2.1958323997311227,2701.6002364633355,11.651355590410038,2020-05-16,May,16,AR
California,2020-05-16T02:32:24Z,36.1162,-119.6816,76693,3136,NA,73557,6,194.09943095330271,1133906,NA,4.089030289596182,2869.7600739902687,NA,2020-05-16,May,16,CA
Colorado,2020-05-16T02:32:24Z,39.0598,-105.3111,21232,1150,3217,16865,8,368.6920185262877,118030,3789,5.416352675207234,2049.581713764965,17.845704596834967,2020-05-16,May,16,CO
Connecticut,2020-05-16T02:32:24Z,41.5978,-72.7554,36085,3285,6264,26536,9,1012.1204828671576,155908,10946,9.103505611750034,4372.943889229675,30.33393376749342,2020-05-16,May,16,CT
Delaware,2020-05-16T02:32:24Z,39.3185,-75.5071,7373,271,3210,3892,10,757.1649804264688,38278,NA,3.6755730367557304,3930.9319301185915,NA,2020-05-16,May,16,DE
District of Columbia,2020-05-16T02:32:24Z,38.8974,-77.0268,6871,368,975,5528,11,973.5755913221273,34339,NA,5.355843399796245,4865.610861651947,NA,2020-05-16,May,16,DC
Florida,2020-05-16T02:32:24Z,27.7663,-81.6868,44138,1917,NA,42221,12,205.50582214504257,608837,7993,4.343196338755721,2834.7353354778484,18.109112329511984,2020-05-16,May,16,FL
Georgia,2020-05-16T02:32:24Z,33.0406,-83.6431,36772,1588,NA,35184,13,346.3363944339413,301874,6438,4.3185032089633415,2843.1946245336558,17.50788643533123,2020-05-16,May,16,GA
Hawaii,2020-05-16T02:32:24Z,21.0943,-157.4983,638,17,564,57,15,45.06057044704606,38776,81,2.664576802507837,2738.6656420919403,12.695924764890282,2020-05-16,May,16,HI
Idaho,2020-05-16T02:32:24Z,44.2405,-114.4788,2351,72,1573,706,16,131.55649067045687,34745,212,3.0625265844321565,1944.2493697767009,9.017439387494683,2020-05-16,May,16,ID
Illinois,2020-05-16T02:32:24Z,40.3495,-88.9861,90369,4059,NA,86310,17,713.14927822923,538602,NA,4.491584503535504,4250.391478856906,NA,2020-05-16,May,16,IL
Indiana,2020-05-16T02:32:24Z,39.8494,-86.2583,26656,1691,NA,24965,18,395.9467153400684,165448,4389,6.343787515006002,2457.5552280756165,16.465336134453782,2020-05-16,May,16,IN
Iowa,2020-05-16T02:32:24Z,42.0115,-93.2105,14049,336,6561,7152,19,445.2833059171429,93566,NA,2.391629297458894,2965.576041102099,NA,2020-05-16,May,16,IA
Kansas,2020-05-16T02:32:24Z,38.5266,-96.7265,7886,193,443,7250,20,270.6882951854829,61592,724,2.44737509510525,2114.1559062977763,9.180826781638347,2020-05-16,May,16,KS
Kentucky,2020-05-16T02:32:24Z,37.6681,-84.6701,7444,332,2712,4400,21,166.61917736593523,121278,1887,4.45996775926921,2714.567516467745,25.34927458355723,2020-05-16,May,16,KY
Louisiana,2020-05-16T02:32:24Z,31.1695,-91.8678,33837,2448,22608,8781,22,727.8661949744385,253189,NA,7.234683925879954,5446.337265105746,NA,2020-05-16,May,16,LA
Maine,2020-05-16T02:32:24Z,44.6939,-69.3819,1603,69,993,541,23,119.25202274641202,23695,211,4.30442919525889,1762.742781644562,13.162819713038054,2020-05-16,May,16,ME
Maryland,2020-05-16T02:32:24Z,39.0639,-76.8021,36986,1911,2685,32390,24,611.7756811475301,182826,6679,5.166819877791597,3024.0766960871233,18.058184177797003,2020-05-16,May,16,MD
Massachusetts,2020-05-16T02:32:24Z,42.2302,-71.5301,83421,5592,NA,77829,25,1210.3150335951975,435679,8314,6.703348077822131,6321.056370958417,9.966315436161159,2020-05-16,May,16,MA
Michigan,2020-05-16T02:32:24Z,43.3266,-84.5361,50079,4825,22686,22568,26,501.44905449231925,357496,NA,9.634777052257434,3579.6647533853743,NA,2020-05-16,May,16,MI
